Name,Country,Year,LinkedIn_Profile
Anas El Boukari,Morocco,2022,
Fernando José Oliver Mediavilla,Puerto Rico,2022,
Thalía Faustina Zayas Suárez,Cuba,2022,
Taonga Ndolo,Botswana,2022,
Bel Ami Gisage Warakoze,Rwanda,2022,
Nadine  Akimana,Rwanda,2022,
Joseph Desire Abayo,Rwanda,2022,
Daniel Villafuerte Gonzalez,Puerto Rico,2022,
Eldar  Iskanderov,Kyrgyzstan,2022,
Xiang Lian,Ireland,2022,
Keith Kojo Torpey,Ghana,2022,
Prince Appiah Debrah,Ghana,2022,
Zyad Kherraf,Algeria,2022,
Honorine Munezero,Rwanda,2022,
Kristján Dagur Jónsson,Iceland,2022,
Albljaa Zahran Zahir Mohammed Alabri,Oman,2022,
Manar Mahmood Ali Nasser Al Dhuhli,Oman,2022,
Pragyesh  Poudel,Nepal,2022,
Viktor Már Guðmundsson,Iceland,2022,
Johanny Elibel Pérez Muñoz,Dominican Republic,2022,
Cheikh Mohamed Brahim Jedou,Mauritania,2022,
Valeria Cartagena Vaca,Bolivia,2022,
Erlisa Demneri,Albania,2022,
Vid Kavčič,Slovenia,2022,
Diego Suarez Flores,Puerto Rico,2022,
Vivek  Yadav,Nepal,2022,
Mathieu Martin,Luxembourg,2022,
Doriush Khayridinov,Tajikistan,2022,
Taiga Shimazu Murray,Ireland,2022,
Kristel Fiorella  Acuña García,Costa Rica,2022,
Evan Lu,Canada,2022,
Marvin Mario Martínez Nuñez,Bolivia,2022,
Javad Ismayilzada,Azerbaijan,2022,
Grace Yuan,Australia,2022,
Burak Karataş,Türkiye,2022,
Bezhan Gulov,Tajikistan,2022,
Benjamin Frederick Kleyn,South Africa,2022,
Daniel Pham  Nguyen,Denmark,2022,
Ezra Guerrero Alvarez,Honduras,2022,
Andrew Daniel Janong,Indonesia,2022,
Bodil Kondrup Vedel,Denmark,2022,
Md. Ashraful Islam  Fahim,Bangladesh,2022,
Jakob Kapelari,Austria,2022,
Tohirbek To'lanov,Uzbekistan,2022,
Kevin Haagensen Strömberg,Sweden,2022,
Fionn  Kimber O'Shea,Ireland,2022,
Victor Purice,Republic of Moldova,2022,
Oliver Ruden,Norway,2022,
Jasna Ilieva,North Macedonia,2022,
Amir  Kolić,Montenegro,2022,
Abdelkayoum Kaddouri,Morocco,2022,
Nick Hang Cheng,Hong Kong,2022,
Chi Pang Lao,Macau,2022,
Aleksandre Korkotashvili,Georgia,2022,
Martín Padrón Rodríguez,Spain,2022,
Valeriu Ursu,Republic of Moldova,2022,
Lars Pos,Netherlands,2022,
Tahmid Hameem  Chowdhury,Bangladesh,2022,
Hamadi Dardouri,Tunisia,2022,
Elia Steinfeld,Switzerland,2022,
Sarji Elijah Bona,Philippines,2022,
Jasurbek Ruziboev,Uzbekistan,2022,
Doris Obermaier,Austria,2022,
Georges Tézé,France,2022,
José Javier  Álvarez Pacheco,Costa Rica,2022,
S M A  Nahian,Bangladesh,2022,
Iskandar Buriev,Uzbekistan,2022,
Timur Usmonov,Tajikistan,2022,
Olle Lapidus,Sweden,2022,
Malte Kildelund Rosenkilde,Denmark,2022,
Shah Jahan Ishaq,Pakistan,2022,
Maxim Scherbakov,Norway,2022,
Birgit Veldi,Estonia,2022,
Dalaitseren Ganbold,Mongolia,2022,
Saad Chairi,Morocco,2022,
Adam El Kharraze,Morocco,2022,
Alejandro Campos Rojas,Costa Rica,2022,
Marie Noelle Seif Asskar,Syria,2022,
Ludvig Granath,Sweden,2022,
Alex Dineo  Sinclair-Smith,South Africa,2022,
Emmanual Michael  Rassou,South Africa,2022,
Juš Kocutar,Slovenia,2022,
Adelina Andrei,Republic of Moldova,2022,
Luis Guillermo Turino Zellek,Puerto Rico,2022,
Mariana Vilela Marta Rio Costa,Portugal,2022,
María Guadalupe Solaeche Amadeo,Paraguay,2022,
Elias Rasmussen Lolck,Denmark,2022,
Samuel Koribanič,Slovakia,2022,
Alwaqas Mahmood Mohammed Al Khadhuri,Oman,2022,
Viol Guda,Kosovo,2022,
Sverrir Hákonarson,Iceland,2022,
Simón Jaimes,Colombia,2022,
Carlos Andres Rodriguez,Puerto Rico,2022,
Nicola AbuSa'ad,Palestine,2022,
Robert Jaworski,Czech Republic,2022,
Benedikt Bareš,Czech Republic,2022,
Sandaru Thathsara Balahewa,Sri Lanka,2022,
Grady Kenix,New Zealand,2022,
José Manuel Cabrera Guardado,El Salvador,2022,
Noah Hessen Bjerke,Norway,2022,
Eric Lee,New Zealand,2022,
Goh Wei Jie,Malaysia,2022,
Talgat  Baktybekov,Kyrgyzstan,2022,
Tan Min Heng,Malaysia,2022,
Felix Pernegger,Austria,2022,
Enrico Rolando Martinez,Philippines,2022,
Adrian Frauca Arenas,Panama,2022,
Mouad Enoua,Morocco,2022,
Brena Merz,New Zealand,2022,
Emira Ibrahimović,Bosnia and Herzegovina,2022,
Milana Komisarova,Latvia,2022,
Rory Moore,Ireland,2022,
Zdeněk Pezlar,Czech Republic,2022,
Mateo Muñoz,Belgium,2022,
Choubaila Guerfi,Algeria,2022,
Jaloliddin Kholmatov,Uzbekistan,2022,
Othmen Aweb,Tunisia,2022,
Matīss Kristiņš,Latvia,2022,
Miloš Milićev,Serbia,2021,
Vazirdzhon Pirov,Tajikistan,2021,
Lovro Drofenik,Slovenia,2021,
Wayne Yan,Taiwan,2021,
Valentin Suruceanu,Republic of Moldova,2021,
Enrique Antonio Rivera Ferraiuoli,Puerto Rico,2021,
Tomás Francisco Cantú Rodríguez,Mexico,2021,
Rolands Lopatko,Latvia,2021,
Vorapas Meejitpaisarn,Thailand,2021,
Jamshed Rustamov,Tajikistan,2021,
Yusuf Kağan Çiçekdağ,Türkiye,2021,
Solal Afota,France,2021,
Dror Frid,Israel,2021,
Jiamao Yu,Ecuador,2021,
Johan Skak,Denmark,2021,
José Javier Álvarez Pacheco,Costa Rica,2021,
Cuong Do,Bulgaria,2021,
Gustavo Cruz,Brazil,2021,
Md. Maruf Hasan  Rubab,Bangladesh,2021,
Tahmid Hameem Chowdhury,Bangladesh,2021,
Jason Chi,Australia,2021,
Huynh Tuan Kiet Phan,Vietnam,2021,
Mykyta Kharin,Ukraine,2021,
Tomoki Yoshida,Japan,2021,
Muhammed Ali Othman,Iraq,2021,
Ananya Rajas Ranade,India,2021,
Kornél György Szabó,Hungary,2021,
Esteban Aparicio Hoyos,Colombia,2021,
Kseniya Shastakova,Belarus,2021,
Mijail Gutierrez,Peru,2021,
Rakhim Baimurzin,Kazakhstan,2021,
Hamzah Alshaikhi,Saudi Arabia,2021,
Luis Alberto Modes Castillo,Panama,2021,
Justin Cahuzac,France,2021,
Jiří Kalvoda,Czech Republic,2021,
Sebastián Misael Cano Sanabria,Paraguay,2021,
Xinghui Hu,Singapore,2021,
Farrel Dwireswara Salim,Indonesia,2021,
Elbert Benedict,Indonesia,2021,
Suchir Kaustav,India,2021,
Ana Onoprishvili,Georgia,2021,
Demetre Gelashvili,Georgia,2021,
Vladimir Ivanov,France,2021,
Andrej Čizmarević,Croatia,2021,
Gabriel Paiva,Brazil,2021,
Pablo Andrade Carvalho Barros,Brazil,2021,
Erik Babasyan,Armenia,2021,
Huu An Phan,Vietnam,2021,
Burak Buğra Önder,Türkiye,2021,
Maximilian Hauck,Germany,2021,
Zsigmond Fleiner,Hungary,2021,
Olimjon Olimov,Uzbekistan,2021,
M.Fouad Almouine,Syria,2021,
Alaa Eddin Ahmad,Syria,2021,
Àlex Rodríguez García,Spain,2021,
Kerry Porrill,South Africa,2021,
Līva Oliņa,Latvia,2021,
Zauri Bokelavadze,Georgia,2021,
Assylbek Olzhabayev,Kazakhstan,2021,
Alireza Rezaeimoghadam,Islamic Republic of Iran,2021,
Ilia Mahrooghi,Islamic Republic of Iran,2021,
Vanya Priscillia  Bendatu,Indonesia,2021,
Rohan Goyal,India,2021,
Nóra Zoé Velich,Hungary,2021,
Loreta Arzumanyan,Armenia,2021,
Emilhan Dürrüoglu,Belgium,2021,
Marko Jojić,Bosnia and Herzegovina,2021,
"Ee Shua, Etienne Ong",Singapore,2021,
Andres Alumets,Estonia,2021,
Fernando Daniel Domínguez Castaneda,El Salvador,2021,
Muhammetmyrat Gochmyradov,Turkmenistan,2021,
Ala Boussoffara,Tunisia,2021,
Pedro Bezerra Roque da Costa,Portugal,2021,
Eduardo Balbuena,Peru,2021,
Nestor Daniel González Trujillo,Nicaragua,2021,
Ville Uotila,Finland,2021,
Miguel Guzman,Ecuador,2021,
Dimitrios Emmanouil,Greece,2021,
Jakov Ljubičić,Croatia,2021,
Andrew Daniel  Janong,Indonesia,2021,
José Alejandro Reyes González,Mexico,2021,
Batsambuu Batbold,Mongolia,2021,
Carlos Emilio Ramos Aguilar,Mexico,2021,
Cheok Lam Lai,Macau,2021,
Paulius  Aleknavičius,Lithuania,2021,
Koichiro Kobayashi,Japan,2021,
Davide Pierrat,Italy,2021,
Vincent Dela Cruz,Philippines,2021,
Pengchong Lai,Singapore,2021,
Adnan Sadik,Bangladesh,2021,
Jennet Zamanova,Turkmenistan,2021,
Nagym Tanrygulyyev,Turkmenistan,2021,
Hayrettin Eren Yıldız,Türkiye,2021,
Usmonali Pakhlavonov,Tajikistan,2021,
Joël Benjamin Huber,Switzerland,2021,
Manja Rönngren,Sweden,2021,
Yi Lou,South Africa,2021,
Nejc Amon,Slovenia,2021,
Csaba Daniel Farkaš,Slovakia,2021,
Brecht Verbeken,Belgium,2021,
Korneliusz Piotr Obarski,Poland,2021,
Andres David Buritica Monroy,Australia,2021,
Anish Yogesh Kulkarni,India,2021,
Pipitchaya Sridam,Thailand,2021,
Minkyu Choi,Republic of Korea,2021,
Aibek Myrzatay,Kazakhstan,2021,
Yuhi Kamio,Japan,2021,
Radosław Żak,Poland,2021,
Noah Walsh,United States of America,2021,https://www.linkedin.com/in/noah-walsh-754252263
Andrii Kovryhin,Ukraine,2021,
Dobrica Jovanović,Serbia,2021,
Eunsu Hur,Republic of Korea,2021,
Almog Wald,Israel,2021,
Maxim Li,United States of America,2021,https://www.linkedin.com/in/maxtli
Romeo Passaro,Italy,2021,
Mikheili Kvinikadze,Georgia,2021,
Magdaléna Mišinová,Czech Republic,2021,
Ivan Vojvodić,Croatia,2021,
Juan Esteban Reyes,Colombia,2021,
Arvin Sahami,Canada,2021,
Kevin Min,Canada,2021,
Stefan Hadzhistoykov,Bulgaria,2021,
Quanlin Chen,United States of America,2021,https://www.linkedin.com/in/quanlin-chen-2267b313
Ömer Faruk Erzurumluoğlu,Türkiye,2021,
Nithid Anchaleenukoon,Thailand,2021,
Yahel Manor,Israel,2021,
Harris Leung,Hong Kong,2021,
Myrzabek Belekov,Kyrgyzstan,2021,
Yuxing Xia,People's Republic of China,2021,
Aurélien Fourré,France,2021,
Aidar Ibragimov,Russian Federation,2021,
Lennart Christian Grabbel,Germany,2021,
Bach Khoa Do,Vietnam,2021,
Matteo Poletto,Italy,2021,
Zahar Naumets,Ukraine,2021,
Alex Chui,Hong Kong,2021,
Wei-Hsuan Hsin,Taiwan,2021,
Jimin Kim,Republic of Korea,2021,
Chen Wei,People's Republic of China,2021,
Yebo Peng,People's Republic of China,2021,
Maksim Turevskii,Russian Federation,2021,
Yichuan Wang,People's Republic of China,2021,
Ruitao Chen,People's Republic of China,2021,
Chenxu Feng,People's Republic of China,2021,
Eric Shen,Canada,2021,
Zixiang Zhou,Canada,2021,
Thomas Guo,Canada,2021,
Zifan Wang,United States of America,2021,https://www.linkedin.com/in/zifan-wang-a3727b179
Yuka Machino,United Kingdom,2021,
Samuel Liew,United Kingdom,2021,
Tse Yang Lucas Boo,Singapore,2021,
Danil Sibgatullin,Russian Federation,2021,
Unubold  Munkhbat,Mongolia,2021,
Hadyn Ka Ming Tang,Australia,2021,
Matvei Isupov,Russian Federation,2021,
Ivan Bakharev,Russian Federation,2021,
Nyamdavaa Amar,Mongolia,2021,
Juliusz Banecki,Poland,2021,
Danat Duisenbekov,Kazakhstan,2021,
Paweł Gadziński,Poland,2021,
Steven Reyes,Philippines,2021,
Kota Tokoro,Japan,2021,
Karel Chwistek,Czech Republic,2021,
Tommaso Lunghi,Italy,2021,
Mohammad Reza Badri,Islamic Republic of Iran,2021,
Stanve Avrilium  Widjaja,Indonesia,2021,
Aaron Alvarado Kristanto Julistiono,Indonesia,2021,
Veljko Radić,Serbia,2021,
Matej  Urban,Slovakia,2021,
Vilhelm Nilsson Thorsson,Sweden,2021,
Shahar Friedman,Israel,2021,
Diyan Dimitrov,Bulgaria,2021,
David-Andrei  Anghel,Romania,2021,
Łukasz Orski,Poland,2021,
Immanuel Josiah Balete,Philippines,2021,
Matija Delić,Montenegro,2021,
Pablo Alhui Valeriano Quiroz,Mexico,2021,
Tuan Nghia Truong,Vietnam,2021,
Vu Tung Lam Dinh,Vietnam,2021,
Diyorbek Tolibov,Uzbekistan,2021,
Krešimir Nežmah,Croatia,2021,
Zsombor Várkonyi,Hungary,2021,
Choo Ray Low,Singapore,2021,
Andrey Shevtsov,Russian Federation,2021,
Diana  Țolu,Romania,2021,
Bryce Ainsley Sanchez,Philippines,2021,
Andreas Alberg,Norway,2021,
Misheel  Otgonbayar,Mongolia,2021,
Tan Li Xuan,Malaysia,2021,
Matin Yadollahi,Islamic Republic of Iran,2021,
Viktor Csaplár,Slovakia,2021,
Pai-Li Cheng,Taiwan,2021,
Po-Hsiang Hsu,Taiwan,2021,
Prompt Kerdphoksup,Thailand,2021,
Dzmitry Maslionchanka,Belarus,2021,
Uladzislau Maksimchuk,Belarus,2021,
Dmitriy Gorovoy,Belarus,2021,
Haibing Wang,Australia,2021,
Mher Karagulyan,Armenia,2021,
Bruno Martín Ziger,Argentina,2021,
Julián Máximo Cabrera,Argentina,2021,
Ankit Bisain,United States of America,2021,
Jenni Voon,United Kingdom,2021,
Klymentii Zolotarov,Ukraine,2021,
Youssef Marrakchi,Tunisia,2021,
Diar Gashi,Kosovo,2021,
Erik Füredi,Hungary,2021,
Ian George Taye Cheng Ean,Malaysia,2021,
Sidina Mohamed Mahmoud Sidi Abdoullah,Mauritania,2021,
Marta Sofia Matos Castela Queirós Gonçalves,Portugal,2021,
Sair Shaikh,Pakistan,2021,
Musab Kasbati,Pakistan,2021,
Alwaqas Mahmood Mohammed Alkhadhuri,Oman,2021,
Humaid Nasser Humaid Al-Touqi,Oman,2021,
Uwakmfon Unwana Jacob,Nigeria,2021,
Ogheneobukome Jefferson Ejaife,Nigeria,2021,
Saide Bouh Ahmed El-Hadj,Mauritania,2021,
Tianyue Sun,Finland,2021,
Allan Orina,Kenya,2021,
Reagan Momanyi,Kenya,2021,
Ellen Li,Ireland,2021,
Evan Grealish,Ireland,2021,
Naime Beyza Gokce,Iraq,2021,
Selma Rebekka Kattoll,Iceland,2021,
Isabella Sofia Perez Rodriguez,Puerto Rico,2021,
Luis André Villán Gabriel,Bolivia,2021,
Michael Hollnbuchner,Austria,2021,
Maya Chouikrat,Algeria,2021,
Tedi Kallço,Albania,2021,
Nijada Kacmoli,Albania,2021,
Abdulla Bega,Albania,2021,
Sabrina Alushi,Albania,2021,
Desire Mwendeze Marion,Uganda,2021,
Anusha Saha,Trinidad and Tobago,2021,
Kiran Dyaanand,Trinidad and Tobago,2021,
Raufdzhon Dadabaev,Tajikistan,2021,
Tyrone Chibuzo  Kasi,South Africa,2021,
Lana Prijon,Slovenia,2021,
Giorgi Ambokadze,Georgia,2021,
Dani Kannanaikal Martin,Botswana,2021,
Einar Andri Víðisson,Iceland,2021,
Yahdhih Ewva  Abdel Wedoud,Mauritania,2021,
Hoi Wan Li,Macau,2021,
Eligijus  Žemulis,Lithuania,2021,
Era Syla,Kosovo,2021,
Danny Solorzano Mayorga,Costa Rica,2021,
Emerson Franzua Aldana Gavarrete,Honduras,2021,
Ahmad Elsaieed,Egypt,2021,
Hugo Valling Lauritsen,Denmark,2021,
Charalampos Zacharia,Cyprus,2021,
Peter Iber Carvajal Gutiérrez,Bolivia,2021,
Neo Dahlfors,Sweden,2021,
Youssef Bouhtouch,Morocco,2021,
Mario Alejandro Rodríguez Galeano,Nicaragua,2021,
Gabriela Azucena Ayala Blanco,Paraguay,2021,
Nicolás Palencia,Colombia,2021,
Diego Perez,Chile,2021,
Ricardo  Carrillo Silva,Venezuela,2021,
Nabixon Nabixonov,Uzbekistan,2021,
Agustín José Panizza,Uruguay,2021,
Jonathan Mukalazi Benoni,Uganda,2021,
Burkhvali Kurbonov,Tajikistan,2021,
Johann Williams,Switzerland,2021,
Daniel  Villafuerte Gonzalez,Puerto Rico,2021,
Abdellahi El Moustapha  Aly Thiam,Mauritania,2021,
Ahmed Khalifa Said Al-Shamsi,Oman,2021,
Narmeen Sabah Siddique,Pakistan,2021,
Ashir Sharjeel,Pakistan,2021,
Shayan Ahmad,Pakistan,2021,
Rahaf Khamis Mohammed Obaid Alruzaiqi,Oman,2021,
Hajer Yaqoob Said Sawad Alrahbi,Oman,2021,
Alshaimaa Mohameed Salim Alabdali,Oman,2021,
Otutochi Caleb Nwadinkpa,Nigeria,2021,
Sohil Aryal,Nepal,2021,
Henry Ayobami Famuyiwa,Nigeria,2021,
Diepreye David Charles-Daniel,Nigeria,2021,
Oscar Yamil Espinoza Olivares,Nicaragua,2021,
Rick Han,New Zealand,2021,
Mateo Juan Maria Elizeche Armoa,Paraguay,2021,
Alfredo Nahuel Gomez Ruiz,Paraguay,2021,
Maria Guadalupe Solaeche Amadeo,Paraguay,2021,
Kevin van Dijk,Netherlands,2021,
Jonathan Wandera Ralph Felix,Uganda,2021,
Jonathan Ngabirano  Muganzi,Uganda,2021,
Shawal Mbalire,Uganda,2021,
Georgia Kawala  Racheal,Uganda,2021,
Hajymuhammet Atayev,Turkmenistan,2021,
Youssef Ben Khoud,Tunisia,2021,
Muaaz Bahlawan,Syria,2021,
Gal Zmazek,Slovenia,2021,
Victoire Umuhorakeye,Rwanda,2021,
Nadine Akimana,Rwanda,2021,
Nicholas Gabriel Gorbea Ramy,Puerto Rico,2021,
Nischal Karki,Nepal,2021,
Sahil Aryal,Nepal,2021,
Mohamed Mostafa,Egypt,2021,
Erick Andre Irias Rodriguez,Honduras,2021,
Ronald Francisco Hernandez Valenzuela,Honduras,2021,
Jose David Betanco Gunera,Honduras,2021,
Johannes Sylvester Arizie,Ghana,2021,
Mateo Emilio  Serrano González,El Salvador,2021,
Jovan  Kovačević,Montenegro,2021,
Jhosue Infante,Ecuador,2021,
Maricruz Vasquez Sandi,Costa Rica,2021,
Nicolás Pérez,Colombia,2021,
Matias Pinto,Chile,2021,
Bruno Andrade,Chile,2021,
Enoch Titus Robert,Botswana,2021,
Óðinn Andrason,Iceland,2021,
Arnar Ingason,Iceland,2021,
Mohammed Muqdad Mawlood,Iraq,2021,
Musa Semih Sahin,Iraq,2021,
David Dedić,Montenegro,2021,
Sidi Mohamed Yahya Khattri,Mauritania,2021,
Mohamed Abderahman Mohamed El Moustapha Abdel Ghader,Mauritania,2021,
Ahmad Nurfaris Baderulnizam,Malaysia,2021,
Tim Leyers,Luxembourg,2021,
Gabrielius Gvazdauskas,Lithuania,2021,
John Yoshi,Kenya,2021,
Dev Bijesh Mansukhlal Shah,Kenya,2021,
Joshua Kinara Onunda,Kenya,2021,
Jeremy Michoma,Kenya,2021,
Adam Crowe,Ireland,2021,
Mehmet Hakan Topal,Iraq,2021,
Marija Atanasova,North Macedonia,2021,
Sunella Ramnath,Trinidad and Tobago,2021,
Aldas Lenkšas,Lithuania,2021,
Ilmārs Štolcers,Latvia,2021,
Luka  Grashkoski,North Macedonia,2021,
Mohammed Ayoub Mebtoul,Morocco,2021,
Artis Vijups,Latvia,2021,
Olivier  Fays,Belgium,2021,
Edon Ramadani,Kosovo,2021,
Taiga Murray,Ireland,2021,
Georgios Georgeles,Greece,2021,
Søren Lund Skeie,Denmark,2021,
Magnus Ridder Olsen,Denmark,2021,
Rahul Gopeesingh,Trinidad and Tobago,2021,
Didar Gayypov,Turkmenistan,2021,
Doniyor Ismoilov,Uzbekistan,2021,
Roni Adom Edwin,Ghana,2021,
Martin Rahe,Estonia,2021,
Marcel Metayer,Chile,2021,
Naida Purišević,Bosnia and Herzegovina,2021,
Marie Determe,Belgium,2021,
Tahjib Hossain Khan,Bangladesh,2021,
Lorenzo Ruiz Diaz,Argentina,2021,
Loard Bejko,Albania,2021,
Maksim Davidzenka,Belarus,2021,
Sasha Biryukov,Luxembourg,2021,
Julian Robin Völlmecke,Germany,2021,
Ioannis Charalambous,Cyprus,2021,
Fernanda Gutierrez,Chile,2021,
Nujhat Ahmed Disha,Bangladesh,2021,
Federico Mierez,Argentina,2021,
Ruiying Wu,Australia,2021,
Mariángeles Mavárez Rangel,Venezuela,2021,
Marcos Ulises Sánchez,Nicaragua,2021,
Jaka Vrhovnik,Slovenia,2021,
Lucas Sandleris,Argentina,2021,
Hernán Ezequiel Puschiasis Picapiedra,Uruguay,2021,
Daniel Naylor,United Kingdom,2021,
Philipp Junghans,Switzerland,2021,
Aleksa Đorđević,Serbia,2021,
Mihai Spinei,Republic of Moldova,2021,
Thian Tromp,Netherlands,2021,
Aya Aguerjout,Morocco,2021,
Prodromos  Fotiadis,Greece,2021,
Daniel Arone,Finland,2021,
Pedro de Oliveira Lengruber Lack,Brazil,2021,
Lukas Das,Belgium,2021,
Leonardo Costa Lesage,Spain,2021,
CHI PANG LAO,Macau,2021,
Zhiron Wu,Ecuador,2021,
Alejandro Escorcia Bell,Colombia,2021,
Wafaa Mers,Algeria,2021,
Fatkhulla Keldiyarov,Uzbekistan,2021,
Phillip Han,New Zealand,2021,
Moaad Elmoutassim,Morocco,2021,
Erdan Apiev,Kyrgyzstan,2021,
Mano Etilé - Zéphoris,France,2021,
Anni Tapionlinna,Finland,2021,
Charalampos Georgiou,Cyprus,2021,
Zirui Deng,Austria,2021,
Ioannis Dimoulios,Greece,2021,
Amir Kolić,Montenegro,2021,
Marko Tsengov,Estonia,2021,
Gabriel Pflügl,Austria,2021,
Marielv Mavárez Rangel,Venezuela,2021,
Ali Backour,Syria,2021,
Kalle Korsman,Sweden,2021,
Matej  Vasky,Slovakia,2021,
Cătălin Botezat,Republic of Moldova,2021,
Okezie Uzochukwu Chiedozie,Nigeria,2021,
Ruchee Bhatta,Nepal,2021,
Suraj Acharya,Nepal,2021,
Erbol Esengulov,Kyrgyzstan,2021,
Alejandro Manuel Aguilar Croston,Panama,2021,
Bernat Pagès Vives,Spain,2021,
Miguel Navarro Muñoz,Spain,2021,
Emmanuel Michael Rassou,South Africa,2021,
Samuel  Koribanič,Slovakia,2021,
Rafael Angel Gomez Cruz,Puerto Rico,2021,
Pedro Alves Antunes,Portugal,2021,
Christoffer Grøndal Tryggestad,Norway,2021,
Thuwaragesh Jayachandran,Sri Lanka,2021,
Hamish Baguley,New Zealand,2021,
Yuvraj sarda,Nepal,2021,
Ahmed  Boubahri,Tunisia,2021,
Ismail Guennoun,Morocco,2021,
Miguel Valdivieso Valles,Spain,2021,
Albert Brovang Banke,Denmark,2021,
Yusif Gasimov,Azerbaijan,2021,
Alhussein  Khalil,Syria,2021,
Benas  Raišutis,Lithuania,2021,
Modestas Gujis,Lithuania,2021,
Jaime Sebastián Punyed González,El Salvador,2021,
José Miguel Carranza Escobar,El Salvador,2021,
Carlos Andrés Pozo Vargas,Bolivia,2021,
Jaime Esteban Araujo Saenz,Bolivia,2021,
Fida El Hak Belkhir,Algeria,2021,
Francisco Javier Molina Tirado,Venezuela,2021,
Emir Vellekov,Turkmenistan,2021,
Mohamed Aziz Ben Nejma,Tunisia,2021,
Khaled Rajoub,Syria,2021,
Alfredo Barra,Peru,2020,
Dumitru Josu,Republic of Moldova,2020,
Alhussein Khalil,Syria,2020,
Mario Marcos Losada,Spain,2020,
Uroš Colović,Serbia,2020,
Aleksandra Kowalska,Poland,2020,
Fuma Hirayama,Japan,2020,
Billie Hartanto,Indonesia,2020,
Ahmet Çağdaş Girit,Türkiye,2020,
Mikita Shauneu,Belarus,2020,
M Ahsan Al Mahir,Bangladesh,2020,
Artur Avameri,Estonia,2020,
Jingdan Hua,Denmark,2020,
Daniel Cortild,Belgium,2020,
Kanstantsin Siahodnik,Belarus,2020,
Md Maruf Hasan Rubab,Bangladesh,2020,
Shang-Yu Wu,Taiwan,2020,
Job Petrovčič,Slovenia,2020,
Elias Ekern Baird,Norway,2020,
Esteban Aparicio,Colombia,2020,
Amos Nicodemus,Belgium,2020,
Lycka Drakengren,Sweden,2020,
Yu Jiamao,Ecuador,2020,
Noel Lakić,Croatia,2020,
Martín Díaz,Colombia,2020,
Uladzislau Koshchanka,Belarus,2020,
Matías Ezequiel Raimundez,Argentina,2020,
Nhat Minh Tran,Vietnam,2020,
Thi Thanh Chu,Vietnam,2020,
Sherman Yip,United Kingdom,2020,
Mehmet Koca,Türkiye,2020,
Florian Keta,Switzerland,2020,
Ferdinand Rönngren,Sweden,2020,
David Hui Kai Toh,Singapore,2020,
Péter Gyimesi,Hungary,2020,
Vachagan Dilanyan,Armenia,2020,
Wei-Fu Tseng,Taiwan,2020,
Raphael Angst,Switzerland,2020,
Javier Nistal Salas,Spain,2020,
Anett Kocsis,Hungary,2020,
Tudor-Darius Cardaș,Romania,2020,
Rui Zhu Wang,Portugal,2020,
Khantushig Boldbaatar,Mongolia,2020,
Yuval Ilani,Israel,2020,
Dionysios Adamopoulos,Greece,2020,
Sebastian Mihai Șimon,Romania,2020,
Faik Tahirović,Bosnia and Herzegovina,2020,
Dejan Stanković,Bosnia and Herzegovina,2020,
Aliaksei Bruyok,Belarus,2020,
Murad Aghazada,Azerbaijan,2020,
Joël Huber,Switzerland,2020,
Álvaro Acitores Montero,Spain,2020,
Kgaugelo Bopape,South Africa,2020,
Mustafa Alelg,Saudi Arabia,2020,
Lucia Krajčoviechová,Slovakia,2020,
Daniel Weili Sheremeta,Hong Kong,2020,
Dominykas Marma,Lithuania,2020,
Loke Gustafsson,Sweden,2020,
David Engström,Sweden,2020,
Thellabura Vithanachchige Nelushi Vithanachchi,Sri Lanka,2020,
Jean Michael Weight,South Africa,2020,
Matej Hanus,Slovakia,2020,
Jozef Fülöp,Slovakia,2020,
Hanne Snijders,Netherlands,2020,
Ana Paula Jiménez Díaz,Mexico,2020,
Nándor Nagy,Hungary,2020,
Tjeerd Morsch,Netherlands,2020,
Kin Wai Tong,Macau,2020,
Ethan Ng,New Zealand,2020,
Rafaël Houkes,Netherlands,2020,
Wan Zhiyang,Malaysia,2020,
Matas Urbonas,Lithuania,2020,
Aleksandras Melnik,Lithuania,2020,
Efthymios Ntokas,Greece,2020,
Minas Margaritis,Greece,2020,
Santiago Rodríguez,Colombia,2020,
Palina Chernikava,Belarus,2020,
Nikita Khomich,Belarus,2020,
Marko Vučić,Bosnia and Herzegovina,2020,
Raiyan Jamil,Bangladesh,2020,
Jonáš Havelka,Czech Republic,2020,
Viktor Fukala,Czech Republic,2020,
Edgar Wang,Canada,2020,
David Tang,Canada,2020,
Soumitra Das,Bangladesh,2020,
Seyed Reza Hosseini Dolatabadi,Islamic Republic of Iran,2020,
Lorenz Hübel,Austria,2020,
Emirhan Yağcıoğlu,Türkiye,2020,
Gonaduwage Maneth Banula Perera,Sri Lanka,2020,
Ghaura Abheendra Mahabaduge,Sri Lanka,2020,
Andi Qu,South Africa,2020,
Sergiu-Ionuț Novac,Romania,2020,
Nurtas Shyntas,Kazakhstan,2020,
Pedro Costa Dias,Portugal,2020,
Piotr Kubaty,Poland,2020,
Binwei Yan,People's Republic of China,2020,
Unubold Munkhbat,Mongolia,2020,
Naoki Watanabe,Japan,2020,
Teimurazi Toloraia,Georgia,2020,
Luka Mushkudiani,Georgia,2020,
Asla Heiskanen,Finland,2020,
Anton Sadovnichiy,Russian Federation,2020,
Yangyi Aloysius Ng,Singapore,2020,
